"NOMBRE_CAMPO","NEMONICO","TIPO","LONGITUD","RANGO_CLAVES"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le incomunicaron o aislaron","P3_17_07","Numérico","1","2
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le incomunicaron o aislaron","P3_17_07","Numérico","1","8
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le incomunicaron o aislaron","P3_17_07","Numérico","1","9
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le dieron vueltas por las calles en un automóvil","P3_17_08","Numérico","1","1
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le dieron vueltas por las calles en un automóvil","P3_17_08","Numérico","1","2
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le dieron vueltas por las calles en un automóvil","P3_17_08","Numérico","1","8
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le dieron vueltas por las calles en un automóvil","P3_17_08","Numérico","1","9
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: dañaron a su familia","P3_17_09","Numérico","1","1
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: dañaron a su familia","P3_17_09","Numérico","1","2
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: dañaron a su familia","P3_17_09","Numérico","1","3
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: dañaron a su familia","P3_17_09","Numérico","1","8
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: dañaron a su familia","P3_17_09","Numérico","1","9
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le desvistieron","P3_17_10","Numérico","1","1
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le desvistieron","P3_17_10","Numérico","1","2
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le desvistieron","P3_17_10","Numérico","1","8
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le desvistieron","P3_17_10","Numérico","1","9
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le vendaron los ojos o cubrieron la cabeza","P3_17_11","Numérico","1","1
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le vendaron los ojos o cubrieron la cabeza","P3_17_11","Numérico","1","2
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le vendaron los ojos o cubrieron la cabeza","P3_17_11","Numérico","1","8
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le vendaron los ojos o cubrieron la cabeza","P3_17_11","Numérico","1","9
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: ataron su cuerpo o alguna parte de su cuerpo a algún a un objeto","P3_18_01","Numérico","1","1
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: ataron su cuerpo o alguna parte de su cuerpo a algún a un objeto","P3_18_01","Numérico","1","2
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: ataron su cuerpo o alguna parte de su cuerpo a algún a un objeto","P3_18_01","Numérico","1","8
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: ataron su cuerpo o alguna parte de su cuerpo a algún a un objeto","P3_18_01","Numérico","1","9
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: le asfixiaron con una bolsa de plástico u otro objeto","P3_18_02","Numérico","1","1
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: le asfixiaron con una bolsa de plástico u otro objeto","P3_18_02","Numérico","1","2
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: le asfixiaron con una bolsa de plástico u otro objeto","P3_18_02","Numérico","1","8
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: le asfixiaron con una bolsa de plástico u otro objeto","P3_18_02","Numérico","1","9
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: metieron su cabeza en agua o le vaciaron agua en la cara","P3_18_03","Numérico","1","1
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: metieron su cabeza en agua o le vaciaron agua en la cara","P3_18_03","Numérico","1","2
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: metieron su cabeza en agua o le vaciaron agua en la cara","P3_18_03","Numérico","1","8
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: metieron su cabeza en agua o le vaciaron agua en la cara","P3_18_03","Numérico","1","9
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: le patearon o golpearon con las manos","P3_18_04","Numérico","1","1
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: le patearon o golpearon con las manos","P3_18_04","Numérico","1","2
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: le patearon o golpearon con las manos","P3_18_04","Numérico","1","8
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: le patearon o golpearon con las manos","P3_18_04","Numérico","1","9
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: golpes con objetos","P3_18_05","Numérico","1","1
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: golpes con objetos","P3_18_05","Numérico","1","2
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: golpes con objetos","P3_18_05","Numérico","1","8
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: golpes con objetos","P3_18_05","Numérico","1","9
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: quemaduras","P3_18_06","Numérico","1","1
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: quemaduras","P3_18_06","Numérico","1","2
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: quemaduras","P3_18_06","Numérico","1","8
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: quemaduras","P3_18_06","Numérico","1","9
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: descargas eléctricas","P3_18_07","Numérico","1","1
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: descargas eléctricas","P3_18_07","Numérico","1","2
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: descargas eléctricas","P3_18_07","Numérico","1","8
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: descargas eléctricas","P3_18_07","Numérico","1","9
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones por aplastamiento","P3_18_08","Numérico","1","1
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones por aplastamiento","P3_18_08","Numérico","1","2
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones por aplastamiento","P3_18_08","Numérico","1","8
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones por aplastamiento","P3_18_08","Numérico","1","9
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones con arma blanca","P3_18_09","Numérico","1","1
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones con arma blanca","P3_18_09","Numérico","1","2
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones con arma blanca","P3_18_09","Numérico","1","8
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones con arma blanca","P3_18_09","Numérico","1","9
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: le encajaron agujas","P3_18_10","Numérico","1","1
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: le encajaron agujas","P3_18_10","Numérico","1","2
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: le encajaron agujas","P3_18_10","Numérico","1","8
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: le encajaron agujas","P3_18_10","Numérico","1","9
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones por arma de fuego","P3_18_11","Numérico","1","1
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones por arma de fuego","P3_18_11","Numérico","1","2
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones por arma de fuego","P3_18_11","Numérico","1","8
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones por arma de fuego","P3_18_11","Numérico","1","9
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: agresiones sexuales","P3_18_12","Numérico","1","1
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: agresiones sexuales","P3_18_12","Numérico","1","2
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: agresiones sexuales","P3_18_12","Numérico","1","8
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: agresiones sexuales","P3_18_12","Numérico","1","9
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones a los órganos sexuales","P3_18_13","Numérico","1","1
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones a los órganos sexuales","P3_18_13","Numérico","1","2
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones a los órganos sexuales","P3_18_13","Numérico","1","8
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones a los órganos sexuales","P3_18_13","Numérico","1","9
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones a los órganos sexuales: violación sexual","P3_18_14","Numérico","1","1
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones a los órganos sexuales: violación sexual","P3_18_14","Numérico","1","2
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones a los órganos sexuales: violación sexual","P3_18_14","Numérico","1","8
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones a los órganos sexuales: violación sexual","P3_18_14","Numérico","1","9
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones a los órganos sexuales: otra agresión física","P3_18_15","Numérico","1","1
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones a los órganos sexuales: otra agresión física","P3_18_15","Numérico","1","2
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones a los órganos sexuales: otra agresión física","P3_18_15","Numérico","1","8
"
"Agresiones físicas antes de presentarlo con el MP o Juez de lo penal: lesiones a los órganos sexuales: otra agresión física","P3_18_15","Numérico","1","9
"
"Primer lugar al que se le llevó después de la detención","P3_19","Numérico","2","01
"
"Primer lugar al que se le llevó después de la detención","P3_19","Numérico","2","02
"
"Primer lugar al que se le llevó después de la detención","P3_19","Numérico","2","03
"
"Primer lugar al que se le llevó después de la detención","P3_19","Numérico","2","04
"
"Primer lugar al que se le llevó después de la detención","P3_19","Numérico","2","05
"
"Primer lugar al que se le llevó después de la detención","P3_19","Numérico","2","06
"
"Primer lugar al que se le llevó después de la detención","P3_19","Numérico","2","07
"
"Primer lugar al que se le llevó después de la detención","P3_19","Numérico","2","08
"
"Primer lugar al que se le llevó después de la detención","P3_19","Numérico","2","09
"
"Primer lugar al que se le llevó después de la detención","P3_19","Numérico","2","10
"
"Primer lugar al que se le llevó después de la detención","P3_19","Numérico","2","11
"
"Primer lugar al que se le llevó después de la detención","P3_19","Numérico","2","12
"
"Primer lugar al que se le llevó después de la detención","P3_19","Numérico","2","13
"
"Primer lugar al que se le llevó después de la detención","P3_19","Numérico","2","14
"
"Primer lugar al que se le llevó después de la detención","P3_19","Numérico","2","98
"
"Primer lugar al que se le llevó después de la detención","P3_19","Numérico","2","99
"
"Rango de tiempo entre la detención y el arribo a la Agencia del Ministerio Público o con un Juez de lo penal","P3_20","Numérico","2","01
"
"Rango de tiempo entre la detención y el arribo a la Agencia del Ministerio Público o con un Juez de lo penal","P3_20","Numérico","2","02
"
"Rango de tiempo entre la detención y el arribo a la Agencia del Ministerio Público o con un Juez de lo penal","P3_20","Numérico","2","03
"
"Rango de tiempo entre la detención y el arribo a la Agencia del Ministerio Público o con un Juez de lo penal","P3_20","Numérico","2","04
"
"Rango de tiempo entre la detención y el arribo a la Agencia del Ministerio Público o con un Juez de lo penal","P3_20","Numérico","2","05
"
"Rango de tiempo entre la detención y el arribo a la Agencia del Ministerio Público o con un Juez de lo penal","P3_20","Numérico","2","06
"
"Rango de tiempo entre la detención y el arribo a la Agencia del Ministerio Público o con un Juez de lo penal","P3_20","Numérico","2","07
"
"Rango de tiempo entre la detención y el arribo a la Agencia del Ministerio Público o con un Juez de lo penal","P3_20","Numérico","2","08
"
"Rango de tiempo entre la detención y el arribo a la Agencia del Ministerio Público o con un Juez de lo penal","P3_20","Numérico","2","09
"
"Rango de tiempo entre la detención y el arribo a la Agencia del Ministerio Público o con un Juez de lo penal","P3_20","Numérico","2","98
"
"Rango de tiempo entre la detención y el arribo a la Agencia del Ministerio Público o con un Juez de lo penal","P3_20","Numérico","2","99
"
"Corrupción en la detención: Solicitud directa","P3_21_1","Numérico","1","1
"
"Corrupción en la detención: Solicitud directa","P3_21_1","Numérico","1","2
"
"Corrupción en la detención: Solicitud directa","P3_21_1","Numérico","1","8
"
"Corrupción en la detención: Solicitud directa","P3_21_1","Numérico","1","9
"
"Corrupción en la detención: Insinuación o generación de condiciones","P3_21_2","Numérico","1","1
"
"Corrupción en la detención: Insinuación o generación de condiciones","P3_21_2","Numérico","1","2
"
"Corrupción en la detención: Insinuación o generación de condiciones","P3_21_2","Numérico","1","8
"
"Corrupción en la detención: Insinuación o generación de condiciones","P3_21_2","Numérico","1","9
"
"Beneficio que se obtendría del acto de cohecho: Dejarle ir","P3_22_1","Numérico","1","0
"
"Beneficio que se obtendría del acto de cohecho: Dejarle ir","P3_22_1","Numérico","1","1
"
"Beneficio que se obtendría del acto de cohecho: No agredirle","P3_22_2","Numérico","1","0
"
"Beneficio que se obtendría del acto de cohecho: No agredirle","P3_22_2","Numérico","1","1
"
"Beneficio que se obtendría del acto de cohecho: No hacerle daño a su familia o amigos","P3_22_3","Numérico","1","0
"
"Beneficio que se obtendría del acto de cohecho: No hacerle daño a su familia o amigos","P3_22_3","Numérico","1","1
"
"Beneficio que se obtendría del acto de cohecho: Modificar la versión de los hechos o la evidencia en su contra","P3_22_4","Numérico","1","0
"
"Beneficio que se obtendría del acto de cohecho: Modificar la versión de los hechos o la evidencia en su contra","P3_22_4","Numérico","1","1
"
"Beneficio que se obtendría del acto de cohecho: Otra","P3_22_5","Numérico","1","0
"
"Beneficio que se obtendría del acto de cohecho: Otra","P3_22_5","Numérico","1","1
"
"Beneficio que se obtendría del acto de cohecho: No sabe","P3_22_8","Numérico","1","0
"
"Beneficio que se obtendría del acto de cohecho: No sabe","P3_22_8","Numérico","1","1
"
"Beneficio que se obtendría del acto de cohecho: No responde","P3_22_9","Numérico","1","0
"
"Beneficio que se obtendría del acto de cohecho: No responde","P3_22_9","Numérico","1","1
"
"Consumación del cohecho","P3_23","Numérico","1","1
"
"Consumación del cohecho","P3_23","Numérico","1","2
"
"Consumación del cohecho","P3_23","Numérico","1","8
"
"Consumación del cohecho","P3_23","Numérico","1","9
"
"Monto erogado por corrupción durante la detención","P3_24","Numérico","8","00,000,001…99,999,997
"
"Monto erogado por corrupción durante la detención","P3_24","Numérico","8","00,000,000
"
"Monto erogado por corrupción durante la detención","P3_24","Numérico","8","99,999,998
"
"Monto erogado por corrupción durante la detención","P3_24","Numérico","8","99,999,999
"
"Robo por parte de las autoridades al momento de la detención","P3_25","Numérico","1","1
"
"Robo por parte de las autoridades al momento de la detención","P3_25","Numérico","1","2
"
"Robo por parte de las autoridades al momento de la detención","P3_25","Numérico","1","8
"
"Robo por parte de las autoridades al momento de la detención","P3_25","Numérico","1","9
"
"Cantidad aproximada de dinero que la autoridad encargada de la detención le robó","P3_26","Numérico","1","1
"
"Cantidad aproximada de dinero que la autoridad encargada de la detención le robó","P3_26","Numérico","1","2
"
"Cantidad aproximada de dinero que la autoridad encargada de la detención le robó","P3_26","Numérico","1","3
"
"Cantidad aproximada de dinero que la autoridad encargada de la detención le robó","P3_26","Numérico","1","4
"
"Cantidad aproximada de dinero que la autoridad encargada de la detención le robó","P3_26","Numérico","1","5
"
"Cantidad aproximada de dinero que la autoridad encargada de la detención le robó","P3_26","Numérico","1","6
"
"Cantidad aproximada de dinero que la autoridad encargada de la detención le robó","P3_26","Numérico","1","8
"
"Cantidad aproximada de dinero que la autoridad encargada de la detención le robó","P3_26","Numérico","1","9
"
"Estrato de Diseño Muestral","EST_DIS","Numérico","6","0101.1…3204.2
"
"Factor de Persona","FAC_PER","Numérico","16","1.00000…24.13333
"
"Factor de corrección por población finita","FPC","Numérico","18","0.03393665…1.00000000
"
